"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"ko04550","ko04550","Signaling pathways regulating pluripotency of stem cells","1/55","26/4543",0.27208492743288,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05220","ko05220","Chronic myeloid leukemia","1/55","26/4543",0.27208492743288,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko00511","ko00511","Other glycan degradation","1/55","27/4543",0.280948183795774,0.734657074644724,0.734657074644724,"evm.model.tig082700000212.53",1
"ko04917","ko04917","Prolactin signaling pathway","1/55","27/4543",0.280948183795774,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04933","ko04933","AGE-RAGE signaling pathway in diabetic complications","1/55","27/4543",0.280948183795774,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04022","ko04022","cGMP-PKG signaling pathway","3/55","154/4543",0.285729915615772,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3/evm.model.tig082700000215.38",3
"ko04150","ko04150","mTOR signaling pathway","3/55","154/4543",0.285729915615772,0.734657074644724,0.734657074644724,"evm.model.tig082700000120.201/evm.model.tig082700000075.3/evm.model.tig082700000016.636",3
"ko05016","ko05016","Huntington disease","5/55","296/4543",0.287032632650108,0.734657074644724,0.734657074644724,"evm.model.tig082700000120.201/evm.model.tig082700000212.123/evm.model.tig082700031372.89/evm.model.tig082700000127.130/evm.model.tig082700000096.100",5
"ko00630","ko00630","Glyoxylate and dicarboxylate metabolism","1/55","28/4543",0.289705457908093,0.734657074644724,0.734657074644724,"evm.model.tig082700000151.34",1
"ko04320","ko04320","Dorso-ventral axis formation","1/55","28/4543",0.289705457908093,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04670","ko04670","Leukocyte transendothelial migration","1/55","28/4543",0.289705457908093,0.734657074644724,0.734657074644724,"evm.model.tig082700000215.38",1
"ko05142","ko05142","Chagas disease","1/55","28/4543",0.289705457908093,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05221","ko05221","Acute myeloid leukemia","1/55","28/4543",0.289705457908093,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05010","ko05010","Alzheimer disease","5/55","300/4543",0.296621635921172,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000120.201/evm.model.tig082700031372.89/evm.model.tig082700000075.3/evm.model.tig082700000127.130",5
"ko04664","ko04664","Fc epsilon RI signaling pathway","1/55","29/4543",0.298357993858271,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko01230","ko01230","Biosynthesis of amino acids","2/55","91/4543",0.302139083008466,0.734657074644724,0.734657074644724,"evm.model.tig082700000151.34/evm.model.tig082700000246.10",2
"ko04270","ko04270","Vascular smooth muscle contraction","3/55","160/4543",0.305783403405444,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3/evm.model.tig082700000215.38",3
"ko00950","ko00950","Isoquinoline alkaloid biosynthesis","1/55","30/4543",0.306907021403197,0.734657074644724,0.734657074644724,"evm.model.tig082700000020.378",1
"ko04650","ko04650","Natural killer cell mediated cytotoxicity","1/55","30/4543",0.306907021403197,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04015","ko04015","Rap1 signaling pathway","2/55","93/4543",0.311145399718919,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko04662","ko04662","B cell receptor signaling pathway","1/55","31/4543",0.315353756130169,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04120","ko04120","Ubiquitin mediated proteolysis","3/55","164/4543",0.319199299264523,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.249/evm.model.tig082700000128.61/evm.model.tig082700000210.31",3
"ko05167","ko05167","Kaposi sarcoma-associated herpesvirus infection","3/55","164/4543",0.319199299264523,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3/evm.model.tig082700000128.61",3
"ko05203","ko05203","Viral carcinogenesis","2/55","95/4543",0.320130665866827,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3/evm.model.tig082700000128.205",2
"ko05223","ko05223","Non-small cell lung cancer","1/55","32/4543",0.323699399617057,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04138","ko04138","Autophagy - yeast","3/55","166/4543",0.325914837997839,0.734657074644724,0.734657074644724,"evm.model.tig082700000120.201/evm.model.tig082700000328.60/evm.model.tig082700000184.142",3
"ko04722","ko04722","Neurotrophin signaling pathway","2/55","97/4543",0.329090731689594,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko04390","ko04390","Hippo signaling pathway","1/55","33/4543",0.331945139590691,0.734657074644724,0.734657074644724,"evm.model.tig082700000210.31",1
"ko05202","ko05202","Transcriptional misregulation in cancer","1/55","33/4543",0.331945139590691,0.734657074644724,0.734657074644724,"evm.model.tig082700000210.31",1
"ko04626","ko04626","Plant-pathogen interaction","2/55","99/4543",0.338021652003581,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000147.83",2
"ko05213","ko05213","Endometrial cancer","1/55","34/4543",0.340092150083487,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05163","ko05163","Human cytomegalovirus infection","3/55","172/4543",0.3460671192573,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3/evm.model.tig082700000215.38",3
"ko04530","ko04530","Tight junction","2/55","101/4543",0.346919679070501,0.734657074644724,0.734657074644724,"evm.model.tig082700000328.60/evm.model.tig082700000215.38",2
"ko04115","ko04115","p53 signaling pathway","1/55","35/4543",0.348141591588346,0.734657074644724,0.734657074644724,"evm.model.tig082700000128.205",1
"ko04130","ko04130","SNARE interactions in vesicular transport","1/55","36/4543",0.356094611211824,0.734657074644724,0.734657074644724,"evm.model.tig082700000139.233",1
"ko05212","ko05212","Pancreatic cancer","1/55","36/4543",0.356094611211824,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05211","ko05211","Renal cell carcinoma","1/55","37/4543",0.363952342825614,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko03250","ko03250","Viral life cycle - HIV-1","2/55","106/4543",0.36899794533584,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.425/evm.model.tig082700000071.225",2
"ko00770","ko00770","Pantothenate and CoA biosynthesis","1/55","38/4543",0.371715907216336,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.454",1
"ko05132","ko05132","Salmonella infection","3/55","181/4543",0.376218820561712,0.734657074644724,0.734657074644724,"evm.model.tig082700000328.60/evm.model.tig082700000075.3/evm.model.tig082700000210.31",3
"ko00600","ko00600","Sphingolipid metabolism","1/55","39/4543",0.379386412233672,0.734657074644724,0.734657074644724,"evm.model.tig082700000149.167",1
"ko04012","ko04012","ErbB signaling pathway","1/55","39/4543",0.379386412233672,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05224","ko05224","Breast cancer","1/55","39/4543",0.379386412233672,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko01240","ko01240","Biosynthesis of cofactors","3/55","183/4543",0.382892447606411,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.454/evm.model.tig082700000016.828/evm.model.tig082700000185.132",3
"ko04261","ko04261","Adrenergic signaling in cardiomyocytes","2/55","110/4543",0.386462605961393,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko04611","ko04611","Platelet activation","2/55","110/4543",0.386462605961393,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3/evm.model.tig082700000215.38",2
"ko04625","ko04625","C-type lectin receptor signaling pathway","2/55","110/4543",0.386462605961393,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko03050","ko03050","Proteasome","1/55","40/4543",0.386964952936858,0.734657074644724,0.734657074644724,"evm.model.tig082700031372.89",1
"ko03440","ko03440","Homologous recombination","1/55","40/4543",0.386964952936858,0.734657074644724,0.734657074644724,"evm.model.tig082700031372.89",1
"ko04930","ko04930","Type II diabetes mellitus","1/55","40/4543",0.386964952936858,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04218","ko04218","Cellular senescence","3/55","185/4543",0.389552620917902,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3/evm.model.tig082700000128.205",3
"ko05214","ko05214","Glioma","2/55","111/4543",0.3907982116065,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko01521","ko01521","EGFR tyrosine kinase inhibitor resistance","1/55","41/4543",0.394452611739539,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04520","ko04520","Adherens junction","1/55","41/4543",0.394452611739539,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05166","ko05166","Human T-cell leukemia virus 1 infection","2/55","113/4543",0.39943038770036,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3/evm.model.tig082700000128.205",2
"ko03320","ko03320","PPAR signaling pathway","1/55","42/4543",0.401850458553027,0.734657074644724,0.734657074644724,"evm.model.tig082700000096.347",1
"ko03410","ko03410","Base excision repair","1/55","42/4543",0.401850458553027,0.734657074644724,0.734657074644724,"evm.model.tig082700002120.251",1
"ko00260","ko00260","Glycine, serine and threonine metabolism","1/55","43/4543",0.409159550927963,0.734657074644724,0.734657074644724,"evm.model.tig082700000210.95",1
"ko05210","ko05210","Colorectal cancer","1/55","43/4543",0.409159550927963,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05012","ko05012","Parkinson disease","4/55","268/4543",0.409252127392227,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.598/evm.model.tig082700031372.89/evm.model.tig082700000127.130/evm.model.tig082700000128.61",4
"ko04068","ko04068","FoxO signaling pathway","2/55","116/4543",0.412276356373908,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3/evm.model.tig082700000128.205",2
"ko00380","ko00380","Tryptophan metabolism","1/55","44/4543",0.416380934194399,0.734657074644724,0.734657074644724,"evm.model.tig082700000120.105",1
"ko05208","ko05208","Chemical carcinogenesis - reactive oxygen species","2/55","117/4543",0.416529875922742,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3/evm.model.tig082700000127.130",2
"ko05230","ko05230","Central carbon metabolism in cancer","1/55","45/4543",0.423515641600335,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko00310","ko00310","Lysine degradation","1/55","46/4543",0.430564694448708,0.734657074644724,0.734657074644724,"evm.model.tig082700000210.95",1
"ko00790","ko00790","Folate biosynthesis","1/55","46/4543",0.430564694448708,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.828",1
"ko04620","ko04620","Toll-like receptor signaling pathway","1/55","46/4543",0.430564694448708,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko04660","ko04660","T cell receptor signaling pathway","1/55","46/4543",0.430564694448708,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko01120","ko01120","Microbial metabolism in diverse environments","3/55","198/4543",0.432407216642954,0.734657074644724,0.734657074644724,"evm.model.tig082700000151.34/evm.model.tig082700000016.623/evm.model.tig082700000246.10",3
"ko04934","ko04934","Cushing syndrome","2/55","121/4543",0.433394248687212,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3/evm.model.tig082700000128.205",2
"ko00350","ko00350","Tyrosine metabolism","1/55","47/4543",0.437529102232858,0.734657074644724,0.734657074644724,"evm.model.tig082700000020.378",1
"ko04340","ko04340","Hedgehog signaling pathway","1/55","47/4543",0.437529102232858,0.734657074644724,0.734657074644724,"evm.model.tig082700000016.526",1
"ko05235","ko05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","1/55","47/4543",0.437529102232858,0.734657074644724,0.734657074644724,"evm.model.tig082700000075.3",1
"ko05171","ko05171","Coronavirus disease - COVID-19","2/55","123/4543",0.441733044355288,0.736221740592147,0.736221740592147,"evm.model.tig082700000075.3/evm.model.tig082700000128.61",2
"ko04621","ko04621","NOD-like receptor signaling pathway","2/55","124/4543",0.445878259068235,0.737666237429066,0.737666237429066,"evm.model.tig082700000075.3/evm.model.tig082700000210.31",2
"ko00620","ko00620","Pyruvate metabolism","1/55","49/4543",0.451207962336145,0.741034974639655,0.741034974639655,"evm.model.tig082700000228.7",1
"ko05020","ko05020","Prion disease","3/55","205/4543",0.455077005437889,0.741244493188814,0.741244493188814,"evm.model.tig082700031372.89/evm.model.tig082700000075.3/evm.model.tig082700000127.130",3
"ko00270","ko00270","Cysteine and methionine metabolism","1/55","50/4543",0.457924375792201,0.741244493188814,0.741244493188814,"evm.model.tig082700000120.105",1
"ko04014","ko04014","Ras signaling pathway","2/55","131/4543",0.474423552469117,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko00280","ko00280","Valine, leucine and isoleucine degradation","1/55","53/4543",0.477593079654268,0.743703676359812,0.743703676359812,"evm.model.tig082700000096.347",1
"ko04341","ko04341","Hedgehog signaling pathway - fly","1/55","54/4543",0.483992273556053,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.526",1
"ko04713","ko04713","Circadian entrainment","2/55","134/4543",0.486394427873046,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko01522","ko01522","Endocrine resistance","1/55","55/4543",0.490314488961359,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3",1
"ko04744","ko04744","Phototransduction","1/55","55/4543",0.490314488961359,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598",1
"ko04720","ko04720","Long-term potentiation","2/55","136/4543",0.49428406395438,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko05034","ko05034","Alcoholism","2/55","139/4543",0.505979230138733,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko00190","ko00190","Oxidative phosphorylation","1/55","58/4543",0.508828302240388,0.743703676359812,0.743703676359812,"evm.model.tig082700000127.130",1
"ko03420","ko03420","Nucleotide excision repair","1/55","58/4543",0.508828302240388,0.743703676359812,0.743703676359812,"evm.model.tig082700000156.147",1
"ko04912","ko04912","GnRH signaling pathway","2/55","140/4543",0.509839955380779,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko05165","ko05165","Human papillomavirus infection","2/55","140/4543",0.509839955380779,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3/evm.model.tig082700000128.205",2
"ko00500","ko00500","Starch and sucrose metabolism","1/55","59/4543",0.514851589503883,0.743703676359812,0.743703676359812,"evm.model.tig082700000140.184",1
"ko04066","ko04066","HIF-1 signaling pathway","1/55","59/4543",0.514851589503883,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3",1
"ko04013","ko04013","MAPK signaling pathway - fly","1/55","60/4543",0.520802339409612,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3",1
"ko04926","ko04926","Relaxin signaling pathway","1/55","61/4543",0.526681409526157,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3",1
"ko04929","ko04929","GnRH secretion","1/55","61/4543",0.526681409526157,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3",1
"ko05100","ko05100","Bacterial invasion of epithelial cells","1/55","61/4543",0.526681409526157,0.743703676359812,0.743703676359812,"evm.model.tig082700000328.60",1
"ko05162","ko05162","Measles","1/55","61/4543",0.526681409526157,0.743703676359812,0.743703676359812,"evm.model.tig082700000128.205",1
"ko04921","ko04921","Oxytocin signaling pathway","3/55","228/4543",0.526821441183404,0.743703676359812,0.743703676359812,"evm.model.tig082700000016.598/evm.model.tig082700000075.3/evm.model.tig082700000215.38",3
"ko04151","ko04151","PI3K-Akt signaling pathway","2/55","145/4543",0.528855947633644,0.743703676359812,0.743703676359812,"evm.model.tig082700000075.3/evm.model.tig082700000128.205",2
"ko05164","ko05164","Influenza A","1/55","63/4543",0.538227891031875,0.746200108896736,0.746200108896736,"evm.model.tig082700000075.3",1
"ko04915","ko04915","Estrogen signaling pathway","2/55","149/4543",0.543717730302538,0.746200108896736,0.746200108896736,"evm.model.tig082700000016.598/evm.model.tig082700000075.3",2
"ko04217","ko04217","Necroptosis","1/55","64/4543",0.54389696826251,0.746200108896736,0.746200108896736,"evm.model.tig082700000210.31",1
