"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"ko05323","ko05323","Rheumatoid arthritis","6/188","59/4543",0.0338571734475445,0.670987619233154,0.660943864430533,"evm.model.tig082700000160.67/evm.model.tig082700000132.21/evm.model.tig082700000122.333/evm.model.tig082700000167.150/evm.model.tig082700000331.12/evm.model.tig082700000167.128",6
"ko05020","ko05020","Prion disease","14/188","205/4543",0.0431689013538645,0.707182406153861,0.696596865549917,"evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000113.294/evm.model.tig082700000151.102/evm.model.tig082700000259.38/evm.model.tig082700000140.131/evm.model.tig082700000132.75/evm.model.tig082700000208.26/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000106.405/evm.model.tig082700000322.41/evm.model.tig082700000106.247",14
"ko00020","ko00020","Citrate cycle TCA cycle","4/188","33/4543",0.0455405210400684,0.707182406153861,0.696596865549917,"evm.model.tig082700000136.294/evm.model.tig082700000187.56/evm.model.tig082700000127.112/evm.model.tig082700000106.247",4
"ko05012","ko05012","Parkinson disease","17/188","268/4543",0.0499245149664118,0.707182406153861,0.696596865549917,"evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000195.82/evm.model.tig082700000140.131/evm.model.tig082700000122.178/evm.model.tig082700000132.75/evm.model.tig082700000195.84/evm.model.tig082700000208.26/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000128.206/evm.model.tig082700000106.405/evm.model.tig082700000322.41/evm.model.tig082700000187.99/evm.model.tig082700000106.247",17
"ko05415","ko05415","Diabetic cardiomyopathy","8/188","99/4543",0.0512246780940083,0.707182406153861,0.696596865549917,"evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000160.172/evm.model.tig082700000140.131/evm.model.tig082700000223.64/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000106.247",8
"ko05134","ko05134","Legionellosis","6/188","66/4543",0.0539839868681183,0.707182406153861,0.696596865549917,"evm.model.tig082700000075.117/evm.model.tig082700000427.5/evm.model.tig082700000113.294/evm.model.tig082700000153.24/evm.model.tig082700000016.67/evm.model.tig082700031372.128",6
"ko04932","ko04932","Non-alcoholic fatty liver disease","6/188","68/4543",0.0608300654528239,0.707182406153861,0.696596865549917,"evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000140.131/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000106.247",6
"ko03015","ko03015","mRNA surveillance pathway","5/188","52/4543",0.0622300060419339,0.707182406153861,0.696596865549917,"evm.model.tig082700000187.92/evm.model.tig082700000016.906/evm.model.tig082700000206.113/evm.model.tig082700000122.8/evm.model.tig082700000196.36",5
"ko01200","ko01200","Carbon metabolism","9/188","122/4543",0.0644834077536019,0.707182406153861,0.696596865549917,"evm.model.tig082700000136.101/evm.model.tig082700000140.218/evm.model.tig082700000136.294/evm.model.tig082700000187.56/evm.model.tig082700000127.112/evm.model.tig082700000246.27/evm.model.tig082700000223.64/evm.model.tig082700000175.168/evm.model.tig082700000106.247",9
"ko04145","ko04145","Phagosome","8/188","104/4543",0.0648791198306295,0.707182406153861,0.696596865549917,"evm.model.tig082700000071.488/evm.model.tig082700000160.67/evm.model.tig082700000132.21/evm.model.tig082700000122.333/evm.model.tig082700000167.150/evm.model.tig082700000127.170/evm.model.tig082700000331.12/evm.model.tig082700000167.128",8
"ko02020","ko02020","Two-component system","6/188","71/4543",0.0720258678806787,0.739222492640146,0.728157356342781,"evm.model.tig082700000071.420/evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000140.131/evm.model.tig082700000175.168/evm.model.tig082700000075.163",6
"ko00061","ko00061","Fatty acid biosynthesis","3/188","24/4543",0.074600435037079,0.739222492640146,0.728157356342781,"evm.model.tig082700000383.33/evm.model.tig082700000151.98/evm.model.tig082700000251.72",3
"ko03050","ko03050","Proteasome","4/188","40/4543",0.0815994369077777,0.765286179075528,0.753830905511385,"evm.model.tig082700000132.75/evm.model.tig082700000208.26/evm.model.tig082700000106.405/evm.model.tig082700000322.41",4
"ko00650","ko00650","Butanoate metabolism","3/188","26/4543",0.090318542470522,0.765286179075528,0.753830905511385,"evm.model.tig082700000075.314/evm.model.tig082700000246.27/evm.model.tig082700000175.168",3
"ko03320","ko03320","PPAR signaling pathway","4/188","42/4543",0.0938880884637703,0.765286179075528,0.753830905511385,"evm.model.tig082700000195.82/evm.model.tig082700000195.84/evm.model.tig082700000383.33/evm.model.tig082700000251.72",4
"ko04216","ko04216","Ferroptosis","2/188","13/4543",0.0985201589610828,0.765286179075528,0.753830905511385,"evm.model.tig082700000383.33/evm.model.tig082700000251.72",2
"ko00640","ko00640","Propanoate metabolism","3/188","27/4543",0.0986535159725201,0.765286179075528,0.753830905511385,"evm.model.tig082700000136.294/evm.model.tig082700000067.295/evm.model.tig082700000246.27",3
"ko00710","ko00710","Carbon fixation in photosynthetic organisms","3/188","27/4543",0.0986535159725201,0.765286179075528,0.753830905511385,"evm.model.tig082700000136.101/evm.model.tig082700000140.218/evm.model.tig082700000223.64",3
"ko03040","ko03040","Spliceosome","9/188","134/4543",0.101804124739405,0.765286179075528,0.753830905511385,"evm.model.tig082700000113.294/evm.model.tig082700002117.359/evm.model.tig082700000310.32/evm.model.tig082700002115.34/evm.model.tig082700000180.178/evm.model.tig082700000305.12/evm.model.tig082700000310.5/evm.model.tig082700000122.8/evm.model.tig082700000178.191",9
"ko03018","ko03018","RNA degradation","5/188","62/4543",0.112116937471766,0.814716412294829,0.802521236640006,"evm.model.tig082700000279.64/evm.model.tig082700000187.92/evm.model.tig082700000016.906/evm.model.tig082700031385.8/evm.model.tig082700000016.67",5
"ko01120","ko01120","Microbial metabolism in diverse environments","12/188","198/4543",0.116908208239501,0.822128690200359,0.809822563017254,"evm.model.tig082700000136.101/evm.model.tig082700000140.218/evm.model.tig082700000136.294/evm.model.tig082700000187.56/evm.model.tig082700000287.69/evm.model.tig082700000127.112/evm.model.tig082700000178.137/evm.model.tig082700000246.27/evm.model.tig082700000223.64/evm.model.tig082700000160.19/evm.model.tig082700000175.168/evm.model.tig082700000106.247",12
"ko04146","ko04146","Peroxisome","5/188","65/4543",0.129987858270971,0.88554228447099,0.872286943660464,"evm.model.tig082700000187.56/evm.model.tig082700000279.44/evm.model.tig082700000353.42/evm.model.tig082700000383.33/evm.model.tig082700000251.72",5
"ko04120","ko04120","Ubiquitin mediated proteolysis","10/188","164/4543",0.140114951512512,0.925607861506896,0.911752794531177,"evm.model.tig082700000195.82/evm.model.tig082700002117.359/evm.model.tig082700000122.178/evm.model.tig082700000444.14/evm.model.tig082700000195.84/evm.model.tig082700000155.34/evm.model.tig082700000279.59/evm.model.tig082700000128.206/evm.model.tig082700031369.62/evm.model.tig082700000075.63",10
"ko04714","ko04714","Thermogenesis","9/188","146/4543",0.149294982417802,0.93570660618834,0.92170037499962,"evm.model.tig082700000127.77/evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000140.131/evm.model.tig082700000383.33/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000251.72/evm.model.tig082700000106.247",9
"ko04390","ko04390","Hippo signaling pathway","3/188","33/4543",0.154393184043509,0.93570660618834,0.92170037499962,"evm.model.tig082700000206.113/evm.model.tig082700000155.34/evm.model.tig082700002117.248",3
"ko01210","ko01210","2-Oxocarboxylic acid metabolism","2/188","17/4543",0.15452035698523,0.93570660618834,0.92170037499962,"evm.model.tig082700000187.56/evm.model.tig082700000127.112",2
"ko05016","ko05016","Huntington disease","16/188","296/4543",0.162351942656395,0.956560094570108,0.94224171555916,"evm.model.tig082700000283.9/evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000140.131/evm.model.tig082700000132.75/evm.model.tig082700000208.26/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000225.1/evm.model.tig082700000149.260/evm.model.tig082700000127.248/evm.model.tig082700000106.405/evm.model.tig082700000322.41/evm.model.tig082700000106.247",16
"ko01230","ko01230","Biosynthesis of amino acids","6/188","91/4543",0.173643656585001,0.976347674527972,0.961733102866761,"evm.model.tig082700000136.101/evm.model.tig082700000140.218/evm.model.tig082700000187.56/evm.model.tig082700000127.112/evm.model.tig082700000223.64/evm.model.tig082700000120.45",6
"ko00280","ko00280","Valine, leucine and isoleucine degradation","4/188","53/4543",0.174923859522397,0.976347674527972,0.961733102866761,"evm.model.tig082700000075.314/evm.model.tig082700000287.69/evm.model.tig082700000246.27/evm.model.tig082700000175.168",4
"ko04659","ko04659","Th17 cell differentiation","2/188","19/4543",0.184380615563615,0.976347674527972,0.961733102866761,"evm.model.tig082700000210.74/evm.model.tig082700000111.394",2
"ko04210","ko04210","Apoptosis","10/188","177/4543",0.196111238102279,0.976347674527972,0.961733102866761,"evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000160.67/evm.model.tig082700000132.21/evm.model.tig082700000160.172/evm.model.tig082700002117.551/evm.model.tig082700000167.150/evm.model.tig082700000160.160/evm.model.tig082700000127.168/evm.model.tig082700000167.128",10
"ko05203","ko05203","Viral carcinogenesis","6/188","95/4543",0.198874110901311,0.976347674527972,0.961733102866761,"evm.model.tig082700000128.51/evm.model.tig082700000151.130/evm.model.tig082700000292.69/evm.model.tig082700000075.324/evm.model.tig082700002117.248/evm.model.tig082700000151.192",6
"ko04260","ko04260","Cardiac muscle contraction","2/188","20/4543",0.199606987139139,0.976347674527972,0.961733102866761,"evm.model.tig082700000287.13/evm.model.tig082700000140.131",2
"ko04966","ko04966","Collecting duct acid secretion","2/188","20/4543",0.199606987139139,0.976347674527972,0.961733102866761,"evm.model.tig082700000122.333/evm.model.tig082700000331.12",2
"ko04137","ko04137","Mitophagy - animal","4/188","57/4543",0.208934620206166,0.976347674527972,0.961733102866761,"evm.model.tig082700000383.39/evm.model.tig082700000195.82/evm.model.tig082700000195.84/evm.model.tig082700000128.206",4
"ko05208","ko05208","Chemical carcinogenesis - reactive oxygen species","7/188","117/4543",0.209295189316212,0.976347674527972,0.961733102866761,"evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000106.167/evm.model.tig082700000140.131/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000106.247",7
"ko04613","ko04613","Neutrophil extracellular trap formation","5/188","77/4543",0.21254291129928,0.976347674527972,0.961733102866761,"evm.model.tig082700000128.51/evm.model.tig082700000151.129/evm.model.tig082700000132.201/evm.model.tig082700000151.130/evm.model.tig082700000075.324",5
"ko00510","ko00510","N-Glycan biosynthesis","2/188","21/4543",0.214975634758452,0.976347674527972,0.961733102866761,"evm.model.tig082700000120.309/evm.model.tig082700000139.173",2
"ko05022","ko05022","Pathways of neurodegeneration - multiple diseases","23/188","470/4543",0.223796612957008,0.988009748962774,0.973220612208623,"evm.model.tig082700000283.9/evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000195.82/evm.model.tig082700000140.131/evm.model.tig082700000122.178/evm.model.tig082700000132.75/evm.model.tig082700000195.84/evm.model.tig082700000208.26/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000225.1/evm.model.tig082700031372.128/evm.model.tig082700000149.260/evm.model.tig082700000128.206/evm.model.tig082700000127.248/evm.model.tig082700000219.37/evm.model.tig082700000106.405/evm.model.tig082700000322.41/evm.model.tig082700000187.99/evm.model.tig082700000106.247",23
"ko00970","ko00970","Aminoacyl-tRNA biosynthesis","4/188","59/4543",0.226607740587792,0.988009748962774,0.973220612208623,"evm.model.tig082700000140.246/evm.model.tig082700000160.19/evm.model.tig082700000208.31/evm.model.tig082700000075.393",4
"ko05160","ko05160","Hepatitis C","4/188","60/4543",0.235585736291852,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5/evm.model.tig082700000206.113/evm.model.tig082700000174.231/evm.model.tig082700002117.248",4
"ko03410","ko03410","Base excision repair","3/188","42/4543",0.250940365998723,0.999714551030211,0.984750209609672,"evm.model.tig082700002117.551/evm.model.tig082700000160.160/evm.model.tig082700000127.168",3
"ko00380","ko00380","Tryptophan metabolism","3/188","44/4543",0.273593906922282,0.999714551030211,0.984750209609672,"evm.model.tig082700000287.69/evm.model.tig082700000246.27/evm.model.tig082700000175.168",3
"ko00310","ko00310","Lysine degradation","3/188","46/4543",0.296454159447378,0.999714551030211,0.984750209609672,"evm.model.tig082700000287.69/evm.model.tig082700000246.27/evm.model.tig082700000175.168",3
"ko05168","ko05168","Herpes simplex virus 1 infection","4/188","67/4543",0.300405027206889,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5/evm.model.tig082700002115.34/evm.model.tig082700000169.31/evm.model.tig082700000305.12",4
"ko04214","ko04214","Apoptosis - fly","3/188","47/4543",0.307932085677266,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5/evm.model.tig082700000175.205/evm.model.tig082700000016.703",3
"ko00410","ko00410","beta-Alanine metabolism","2/188","27/4543",0.308259278639866,0.999714551030211,0.984750209609672,"evm.model.tig082700000287.69/evm.model.tig082700000246.27",2
"ko03020","ko03020","RNA polymerase","2/188","27/4543",0.308259278639866,0.999714551030211,0.984750209609672,"evm.model.tig082700000132.240/evm.model.tig082700000071.80",2
"ko05418","ko05418","Fluid shear stress and atherosclerosis","9/188","178/4543",0.315962336806169,0.999714551030211,0.984750209609672,"evm.model.tig082700000160.67/evm.model.tig082700000210.74/evm.model.tig082700000132.21/evm.model.tig082700000111.394/evm.model.tig082700000106.167/evm.model.tig082700000167.150/evm.model.tig082700000140.9/evm.model.tig082700000167.128/evm.model.tig082700000187.99",9
"ko00630","ko00630","Glyoxylate and dicarboxylate metabolism","2/188","28/4543",0.323718721174948,0.999714551030211,0.984750209609672,"evm.model.tig082700000127.112/evm.model.tig082700000175.168",2
"ko03013","ko03013","Nucleocytoplasmic transport","4/188","71/4543",0.338392535697937,0.999714551030211,0.984750209609672,"evm.model.tig082700000075.117/evm.model.tig082700000616.9/evm.model.tig082700000122.8/evm.model.tig082700000140.9",4
"ko04215","ko04215","Apoptosis - multiple species","1/188","10/4543",0.344959344905349,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5",1
"ko05152","ko05152","Tuberculosis","6/188","116/4543",0.347714044890665,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5/evm.model.tig082700000160.172/evm.model.tig082700000122.333/evm.model.tig082700031385.8/evm.model.tig082700000016.67/evm.model.tig082700000187.99",6
"ko05010","ko05010","Alzheimer disease","14/188","300/4543",0.359074961401221,0.999714551030211,0.984750209609672,"evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000287.13/evm.model.tig082700000151.102/evm.model.tig082700000140.131/evm.model.tig082700000132.75/evm.model.tig082700000208.26/evm.model.tig082700000223.64/evm.model.tig082700000106.123/evm.model.tig082700000178.20/evm.model.tig082700000106.405/evm.model.tig082700000322.41/evm.model.tig082700000187.99/evm.model.tig082700000106.247",14
"ko04721","ko04721","Synaptic vesicle cycle","3/188","52/4543",0.365366171008138,0.999714551030211,0.984750209609672,"evm.model.tig082700000122.333/evm.model.tig082700002117.654/evm.model.tig082700000331.12",3
"ko04391","ko04391","Hippo signaling pathway - fly","2/188","31/4543",0.369494904382878,0.999714551030211,0.984750209609672,"evm.model.tig082700000206.113/evm.model.tig082700002117.248",2
"ko00010","ko00010","Glycolysis / Gluconeogenesis","3/188","54/4543",0.388178081110919,0.999714551030211,0.984750209609672,"evm.model.tig082700000136.101/evm.model.tig082700000287.69/evm.model.tig082700000223.64",3
"ko05202","ko05202","Transcriptional misregulation in cancer","2/188","33/4543",0.39933999335146,0.999714551030211,0.984750209609672,"evm.model.tig082700000151.129/evm.model.tig082700000151.192",2
"ko04621","ko04621","NOD-like receptor signaling pathway","6/188","124/4543",0.407765027381119,0.999714551030211,0.984750209609672,"evm.model.tig082700000238.87/evm.model.tig082700000210.74/evm.model.tig082700000111.394/evm.model.tig082700000178.158/evm.model.tig082700002117.248/evm.model.tig082700000071.549",6
"ko00627","ko00627","Aminobenzoate degradation","1/188","13/4543",0.423143222391039,0.999714551030211,0.984750209609672,"evm.model.tig082700000246.27",1
"ko05120","ko05120","Epithelial cell signaling in Helicobacter pylori infection","2/188","35/4543",0.428516554865352,0.999714551030211,0.984750209609672,"evm.model.tig082700000122.333/evm.model.tig082700000331.12",2
"ko03420","ko03420","Nucleotide excision repair","3/188","58/4543",0.433150171487686,0.999714551030211,0.984750209609672,"evm.model.tig082700000016.603/evm.model.tig082700000075.53/evm.model.tig082700000296.56",3
"ko04130","ko04130","SNARE interactions in vesicular transport","2/188","36/4543",0.442825937842036,0.999714551030211,0.984750209609672,"evm.model.tig082700000067.28/evm.model.tig082700000136.110",2
"ko04066","ko04066","HIF-1 signaling pathway","3/188","59/4543",0.444214944571608,0.999714551030211,0.984750209609672,"evm.model.tig082700000136.101/evm.model.tig082700000127.77/evm.model.tig082700000223.64",3
"ko04013","ko04013","MAPK signaling pathway - fly","3/188","60/4543",0.455195429217912,0.999714551030211,0.984750209609672,"evm.model.tig082700000113.70/evm.model.tig082700000444.14/evm.model.tig082700000616.9",3
"ko00730","ko00730","Thiamine metabolism","2/188","37/4543",0.456936751993489,0.999714551030211,0.984750209609672,"evm.model.tig082700000071.420/evm.model.tig082700000075.163",2
"ko05162","ko05162","Measles","3/188","61/4543",0.466085794277441,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5/evm.model.tig082700000113.294/evm.model.tig082700000174.231",3
"ko02024","ko02024","Quorum sensing","2/188","38/4543",0.470840883114763,0.999714551030211,0.984750209609672,"evm.model.tig082700000383.33/evm.model.tig082700000251.72",2
"ko05132","ko05132","Salmonella infection","8/188","181/4543",0.476801855293895,0.999714551030211,0.984750209609672,"evm.model.tig082700000071.488/evm.model.tig082700000427.5/evm.model.tig082700000210.74/evm.model.tig082700000111.394/evm.model.tig082700000113.70/evm.model.tig082700000223.64/evm.model.tig082700000127.170/evm.model.tig082700002120.81",8
"ko05131","ko05131","Shigellosis","9/188","205/4543",0.477439221903986,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5/evm.model.tig082700000151.129/evm.model.tig082700000113.70/evm.model.tig082700000195.82/evm.model.tig082700000444.14/evm.model.tig082700000195.84/evm.model.tig082700000155.34/evm.model.tig082700000310.5/evm.model.tig082700000128.206",9
"ko04657","ko04657","IL-17 signaling pathway","2/188","39/4543",0.484531220025015,0.999714551030211,0.984750209609672,"evm.model.tig082700000210.74/evm.model.tig082700000111.394",2
"ko04217","ko04217","Necroptosis","3/188","64/4543",0.498163276875069,0.999714551030211,0.984750209609672,"evm.model.tig082700000210.74/evm.model.tig082700000111.394/evm.model.tig082700000132.201",3
"ko04212","ko04212","Longevity regulating pathway - worm","6/188","138/4543",0.511106811988384,0.999714551030211,0.984750209609672,"evm.model.tig082700002117.551/evm.model.tig082700000106.167/evm.model.tig082700031385.8/evm.model.tig082700000016.67/evm.model.tig082700000160.160/evm.model.tig082700000127.168",6
"ko03030","ko03030","DNA replication","2/188","41/4543",0.511246675461418,0.999714551030211,0.984750209609672,"evm.model.tig082700000180.181/evm.model.tig082700000016.603",2
"ko00860","ko00860","Porphyrin metabolism","1/188","17/4543",0.513133885727792,0.999714551030211,0.984750209609672,"evm.model.tig082700000160.19",1
"ko05034","ko05034","Alcoholism","6/188","139/4543",0.51826949103889,0.999714551030211,0.984750209609672,"evm.model.tig082700000128.51/evm.model.tig082700000151.129/evm.model.tig082700000132.201/evm.model.tig082700000151.130/evm.model.tig082700000075.324/evm.model.tig082700000187.99",6
"ko05165","ko05165","Human papillomavirus infection","6/188","140/4543",0.52539238390125,0.999714551030211,0.984750209609672,"evm.model.tig082700000122.333/evm.model.tig082700000206.113/evm.model.tig082700000174.231/evm.model.tig082700000122.131/evm.model.tig082700000331.12/evm.model.tig082700000151.192",6
"ko05205","ko05205","Proteoglycans in cancer","7/188","165/4543",0.529314264634867,0.999714551030211,0.984750209609672,"evm.model.tig082700000162.22/evm.model.tig082700000127.77/evm.model.tig082700000160.67/evm.model.tig082700000132.21/evm.model.tig082700000393.9/evm.model.tig082700000167.150/evm.model.tig082700000167.128",7
"ko00053","ko00053","Ascorbate and aldarate metabolism","1/188","19/4543",0.552744813465596,0.999714551030211,0.984750209609672,"evm.model.tig082700000287.69",1
"ko04512","ko04512","ECM-receptor interaction","1/188","19/4543",0.552744813465596,0.999714551030211,0.984750209609672,"evm.model.tig082700000122.131",1
"ko05416","ko05416","Viral myocarditis","1/188","19/4543",0.552744813465596,0.999714551030211,0.984750209609672,"evm.model.tig082700000427.5",1
"ko04142","ko04142","Lysosome","8/188","194/4543",0.557063894296983,0.999714551030211,0.984750209609672,"evm.model.tig082700000160.67/evm.model.tig082700000132.21/evm.model.tig082700000301.10/evm.model.tig082700000160.172/evm.model.tig082700000122.333/evm.model.tig082700000016.37/evm.model.tig082700000167.150/evm.model.tig082700000167.128",8
"ko04151","ko04151","PI3K-Akt signaling pathway","6/188","145/4543",0.56035140565645,0.999714551030211,0.984750209609672,"evm.model.tig082700000127.77/evm.model.tig082700000210.74/evm.model.tig082700000111.394/evm.model.tig082700000206.113/evm.model.tig082700000122.131/evm.model.tig082700002117.248",6
"ko00030","ko00030","Pentose phosphate pathway","1/188","20/4543",0.571331014851199,0.999714551030211,0.984750209609672,"evm.model.tig082700000140.218",1
"ko00790","ko00790","Folate biosynthesis","2/188","46/4543",0.573960795231279,0.999714551030211,0.984750209609672,"evm.model.tig082700000071.420/evm.model.tig082700000075.163",2
"ko04340","ko04340","Hedgehog signaling pathway","2/188","47/4543",0.58578429343368,0.999714551030211,0.984750209609672,"evm.model.tig082700000155.34/evm.model.tig082700000128.107",2
"ko05215","ko05215","Prostate cancer","2/188","47/4543",0.58578429343368,0.999714551030211,0.984750209609672,"evm.model.tig082700000210.74/evm.model.tig082700000111.394",2
"ko04626","ko04626","Plant-pathogen interaction","4/188","99/4543",0.591906958026749,0.999714551030211,0.984750209609672,"evm.model.tig082700000210.74/evm.model.tig082700000111.394/evm.model.tig082700000122.341/evm.model.tig082700000187.99",4
